"","experiment","unit","unit_number","date","pH","temp"
"929","Juvenile","Tank",2,"12/22/18","7.18","8.6"
"930","Juvenile","Tank",2,"12/23/18","7.14","10.4"
"931","Juvenile","Tank",2,"12/24/18","7.19","10.2"
"932","Juvenile","Tank",2,"12/26/18","7.15","10.1"
"933","Juvenile","Tank",2,"12/28/18","7.25","9.8"
"934","Juvenile","Tank",2,"12/29/18","7.19","9.8"
"935","Juvenile","Tank",2,"12/30/18","7.17","9.5"
"936","Juvenile","Tank",2,"12/31/18","7.23","9.3"
"937","Juvenile","Tank",2,"01/02/19","7.17","9.5"
"938","Juvenile","Tank",2,"01/03/19","7.19","9.4"
"939","Juvenile","Tank",2,"01/04/19","7.17","9.4"
"940","Juvenile","Tank",2,"01/05/19","7.22","9.4"
"941","Juvenile","Tank",2,"01/06/19","7.19","9.5"
"942","Juvenile","Tank",2,"01/07/19","7.21","9.2"
"943","Juvenile","Tank",2,"01/08/19","7.18","9.3"
"944","Juvenile","Tank",2,"01/09/19","7.22","9.5"
"945","Juvenile","Tank",2,"01/10/19","7.21","9.6"
"946","Juvenile","Tank",2,"01/11/19","7.14","9.8"
"947","Juvenile","Tank",2,"01/12/19","7.15","9.5"
"948","Juvenile","Tank",2,"01/13/19","7.17","9.2"
"949","Juvenile","Tank",2,"01/14/19","7.2","9.2"
"950","Juvenile","Tank",2,"01/15/19","7.16","9"
"951","Juvenile","Tank",2,"01/16/19","7.22","9"
"952","Juvenile","Tank",2,"01/17/19","7.24","9.2"
"953","Juvenile","Tank",2,"01/18/19","7.14","9.3"
"954","Juvenile","Tank",2,"01/19/19","7.24","9.2"
"955","Juvenile","Tank",2,"01/20/19","7.18","9.2"
"956","Juvenile","Tank",2,"01/21/19","7.15","9.4"
"957","Juvenile","Tank",2,"01/22/19","7.18","9.4"
"958","Juvenile","Tank",2,"01/23/19","7.17","9.3"
"959","Juvenile","Tank",2,"01/24/19","7.23","9.2"
"960","Juvenile","Tank",2,"01/25/19","7.17","9.3"
"961","Juvenile","Tank",2,"01/26/19","7.2","9.2"
"962","Juvenile","Tank",2,"01/27/19","7.22","9.1"
"963","Juvenile","Tank",2,"01/28/19","7.14","9.1"
"964","Juvenile","Tank",2,"01/29/19","7.14","9.2"
"965","Juvenile","Tank",2,"01/30/19","7.21","9.1"
"966","Juvenile","Tank",2,"01/31/19","7.21","9.3"
"967","Juvenile","Tank",2,"02/01/19","7.21","9.4"
"968","Juvenile","Tank",2,"02/03/19","7.21","9"
"969","Juvenile","Tank",2,"02/04/19","7.21","8.8"
"970","Juvenile","Tank",2,"02/05/19","7.21","8.9"
"971","Juvenile","Tank",2,"02/06/19","7.22","8.9"
"972","Juvenile","Tank",2,"02/07/19","7.77","8.4"
"973","Juvenile","Tank",2,"02/08/19","7.17","8.5"
"974","Juvenile","Tank",2,"02/11/19","7.22","8.8"
"975","Juvenile","Tank",2,"02/12/19","7.23","8.9"
"976","Juvenile","Tank",2,"02/13/19","7.22","8.3"
"977","Juvenile","Tank",2,"02/14/19","7.2","8.3"
"978","Juvenile","Tank",2,"02/15/19","7.18","8.9"
"979","Juvenile","Tank",2,"02/16/19","7.2","8.7"
"980","Juvenile","Tank",2,"02/17/19","7.19","8.4"
"981","Juvenile","Tank",2,"02/18/19","7.22","8.7"
"982","Juvenile","Tank",2,"02/19/19","7.19","8.7"
"983","Juvenile","Tank",2,"02/20/19","7.12","8.5"
"984","Juvenile","Tank",2,"02/21/19","7.24","8.6"
"985","Juvenile","Tank",2,"02/22/19","7.13","8.7"
"986","Juvenile","Tank",2,"02/23/19","7.2","8.7"
"987","Juvenile","Tank",2,"02/24/19","7.17","8.5"
"988","Juvenile","Tank",2,"02/25/19","7.09","8.3"
"989","Juvenile","Tank",2,"02/26/19","7.25","8.3"
"990","Juvenile","Tank",2,"02/27/19","7.24","8.4"
"991","Juvenile","Tank",2,"03/01/19","7.12","8.7"
"992","Juvenile","Tank",2,"03/02/19","7.06","8.5"
"993","Juvenile","Tank",2,"03/03/19","7.03","8.5"
"994","Juvenile","Tank",2,"03/04/19","7.08","8"
"995","Juvenile","Tank",2,"03/05/19","7.22","8.4"
"996","Juvenile","Tank",2,"03/06/19","7.21","8.1"
"997","Juvenile","Tank",2,"03/07/19","7.1","8.6"
"998","Juvenile","Tank",2,"03/08/19","7.23","8.1"
"999","Juvenile","Tank",2,"03/09/19","6.98","7.6"
"1000","Juvenile","Tank",2,"03/10/19","7.17","7.4"
"1001","Juvenile","Tank",2,"03/12/19","7.14","8"
"1002","Juvenile","Tank",2,"03/13/19","7.11","8"
"1003","Juvenile","Tank",2,"03/14/19","7.07","8.6"
"1004","Juvenile","Tank",2,"03/15/19","7.22","8.7"
"1005","Juvenile","Tank",2,"03/16/19","7.18","8.3"
"1006","Juvenile","Tank",2,"03/17/19","7.15","8.7"
"1007","Juvenile","Tank",2,"03/18/19","6.99","8.4"
"1008","Juvenile","Tank",2,"03/19/19","7.25","9.2"
"1009","Juvenile","Tank",2,"03/20/19","7.21","8.7"
"1010","Juvenile","Tank",2,"03/22/19","7.21","8.5"
"1011","Juvenile","Tank",2,"03/23/19","7.22","8.7"
"1012","Juvenile","Tank",2,"03/24/19","7.31","8.9"
"1013","Juvenile","Tank",2,"03/25/19","7.26","9"
"1014","Juvenile","Tank",2,"03/26/19","7.25","8.6"
"1015","Juvenile","Tank",2,"03/27/19","7.29","8.5"
"1016","Juvenile","Tank",2,"03/28/19","7.15","8.7"
"1017","Juvenile","Tank",2,"03/29/19","7.2","8.7"
"1018","Juvenile","Tank",2,"03/30/19","7.25","8.8"
"1019","Juvenile","Tank",2,"03/31/19","7.18","8.9"
"1020","Juvenile","Tank",2,"04/01/19","7.22","8.8"
"1021","Juvenile","Tank",2,"04/02/19","7.22","8.6"
"1022","Juvenile","Tank",2,"04/03/19","7.22","8.8"
"1023","Juvenile","Tank",2,"04/04/19","7.25","9.1"
"1024","Juvenile","Tank",2,"04/05/19","7.27","9.4"
"1025","Juvenile","Tank",2,"04/06/19","7.02","9.3"
"1026","Juvenile","Tank",2,"04/07/19","7.32","9.4"
"1027","Juvenile","Tank",2,"04/08/19","7.29","9"
"1028","Juvenile","Tank",2,"04/10/19","7.27","8.7"
"1029","Juvenile","Tank",2,"04/11/19","7.26","8.9"
"1030","Juvenile","Tank",2,"04/12/19","7.3","9.1"
"1031","Juvenile","Tank",2,"04/13/19","7.24","9"
"1032","Juvenile","Tank",2,"04/17/19","7.19","9.4"
"1033","Juvenile","Tank",2,"04/18/19","7.13","9.5"
"1034","Juvenile","Tank",2,"04/19/19","7.14","9.5"
"1035","Juvenile","Tank",2,"04/20/19","7.12","9.2"
"1036","Juvenile","Tank",2,"04/21/19","7.24","9.3"
"1037","Juvenile","Tank",2,"04/22/19","7.18","9.4"
"1038","Juvenile","Tank",2,"04/23/19","7.21","9.6"
"1039","Juvenile","Tank",2,"04/24/19","7.18","9.4"
"1040","Juvenile","Tank",2,"04/25/19","7.18","9.3"
"1041","Juvenile","Tank",2,"04/26/19","7.22","9.7"
"1042","Juvenile","Tank",2,"04/27/19","7.23","9.5"
"1043","Juvenile","Tank",2,"04/28/19","7.24","9.7"
"1044","Juvenile","Tank",2,"04/29/19","7.19","9.5"
"1045","Juvenile","Tank",2,"04/30/19","7.22","9.4"
"1046","Juvenile","Tank",2,"05/01/19","7.23","9.4"
"1047","Juvenile","Tank",2,"05/02/19","7.21","9.6"
"1048","Juvenile","Tank",2,"05/03/19","7.22","9.6"
"1049","Juvenile","Tank",2,"05/04/19","7.09","10.2"
"1050","Juvenile","Tank",2,"05/05/19","7.12","10.9"
"1051","Juvenile","Tank",2,"05/06/19","7.1","11.9"
"1052","Juvenile","Tank",2,"05/07/19","7.14","12.3"
"1053","Juvenile","Tank",2,"05/08/19","7.14","12.4"
"1054","Juvenile","Tank",2,"05/09/19","7.18","12.5"
"1055","Juvenile","Tank",2,"05/10/19","7.24","10.4"
"1056","Juvenile","Tank",2,"05/11/19","7.16","10.2"
"1057","Juvenile","Tank",2,"05/12/19","7.27","10"
"1058","Juvenile","Tank",2,"05/13/19","7.18","10.2"
"1059","Juvenile","Tank",2,"05/15/19","7.22","10.7"
"1060","Juvenile","Tank",2,"05/16/19","7.21","10.4"
"1061","Juvenile","Tank",2,"05/17/19","7.17","10.4"
"1062","Juvenile","Tank",2,"05/18/19","7.89","10.4"
"1063","Juvenile","Tank",2,"05/19/19","7.1","10.4"
"1064","Juvenile","Tank",2,"05/20/19","7.2","10.2"
"1065","Juvenile","Tank",2,"05/21/19","7.2","10.2"
"1066","Juvenile","Tank",2,"05/22/19","7.18","10.4"
"1067","Juvenile","Tank",2,"05/23/19","7.16","11.5"
"1068","Juvenile","Tank",2,"05/24/19","7.15","10.5"
"1069","Juvenile","Tank",2,"05/25/19","7.08","11.1"
"1070","Juvenile","Tank",2,"05/26/19","7.05","11.4"
"1071","Juvenile","Tank",2,"05/27/19","7.11","12.2"
"1072","Juvenile","Tank",2,"05/28/19","7.16","13.3"
"1073","Juvenile","Tank",2,"05/29/19","7.21","11.1"
"1074","Juvenile","Tank",2,"05/30/19","7.2","11.1"
"1075","Juvenile","Tank",2,"05/31/19","7.21","10.7"
"1076","Juvenile","Tank",2,"06/01/19","7.36","10.7"
"1077","Juvenile","Tank",2,"06/02/19","7.36","10.8"
"1078","Juvenile","Tank",2,"06/03/19","7.25","10.7"
"1079","Juvenile","Tank",2,"06/04/19","7.23","10.7"
"1080","Juvenile","Tank",2,"06/05/19","7.24","10.7"
"1081","Juvenile","Tank",2,"06/06/19","7.24","10.9"
"1082","Juvenile","Tank",2,"06/07/19","7.24","10.9"
"1083","Juvenile","Tank",2,"06/08/19","7.22","11"
"1084","Juvenile","Tank",2,"06/09/19","7.21","11.2"
"1085","Juvenile","Tank",2,"06/10/19","7.23","11.1"
"1086","Juvenile","Tank",2,"06/11/19","7.2","11.3"
"1087","Juvenile","Tank",2,"06/12/19","7.21","11.2"
"1088","Juvenile","Tank",2,"06/13/19","7.19","11.3"
"1089","Juvenile","Tank",2,"06/14/19","7.22","11.3"
"1090","Juvenile","Tank",2,"06/16/19","7.21","11.6"
"1091","Juvenile","Tank",2,"06/17/19","7.19","11.6"
"1092","Juvenile","Tank",2,"06/18/19","7.2","11.4"
"1093","Juvenile","Tank",2,"06/19/19","7.18","11.7"
"1094","Juvenile","Tank",2,"06/20/19","7.19","11.7"
"1095","Juvenile","Tank",2,"06/21/19","7.2","11.5"
"1096","Juvenile","Tank",2,"06/22/19","7.23","11.8"
"1097","Juvenile","Tank",2,"06/23/19","7.21","11.7"
"1098","Juvenile","Tank",2,"06/24/19","7.2","11.5"
"1099","Juvenile","Tank",2,"06/25/19","7.23","11.8"
"1100","Juvenile","Tank",2,"07/01/19","7.22","11.9"
"1101","Juvenile","Tank",2,"07/02/19","7.21","11.6"
"1102","Juvenile","Tank",2,"07/03/19","7.23","11.5"
"1103","Juvenile","Tank",2,"07/06/19","7.25","12"
"1104","Juvenile","Tank",2,"07/07/19","7.19","12.2"
"1105","Juvenile","Tank",2,"07/08/19","8.02","11.8"
"1106","Juvenile","Tank",2,"07/09/19","7.23","12"
"1107","Juvenile","Tank",2,"07/10/19","7.21","12.5"
"1108","Juvenile","Tank",2,"07/11/19","7.23","12.2"
"1109","Juvenile","Tank",1,"8/28/18","7.23","12.4"
"1110","Juvenile","Tank",1,"8/29/18","7.71","12.5"
"1111","Juvenile","Tank",1,"8/30/18","7.71","12.5"
"1112","Juvenile","Tank",1,"8/31/18","7.75","12.6"
"1113","Juvenile","Tank",1,"9/4/18","7.74","12.6"
"1114","Juvenile","Tank",1,"9/5/18","7.73","12.7"
"1115","Juvenile","Tank",1,"9/6/18","7.73","12.7"
"1116","Juvenile","Tank",1,"9/7/18","7.74","12.8"
"1117","Juvenile","Tank",1,"9/10/18","0.94","62.9"
"1118","Juvenile","Tank",1,"9/11/18","0.78","27.5"
"1119","Juvenile","Tank",1,"9/12/18","7.81","13.5"
"1120","Juvenile","Tank",1,"9/13/18","7.77","13.3"
"1121","Juvenile","Tank",1,"9/14/18","7.73","12.9"
"1122","Juvenile","Tank",1,"9/15/18","7.72","12.6"
"1123","Juvenile","Tank",1,"9/18/18","7.65","12.3"
"1124","Juvenile","Tank",1,"9/19/18","7.65","12.2"
"1125","Juvenile","Tank",1,"9/20/18","7.66","12.4"
"1126","Juvenile","Tank",1,"9/21/18","7.69","12.6"
"1127","Juvenile","Tank",1,"9/23/18","7.73","12.9"
"1128","Juvenile","Tank",1,"9/24/18","7.7","12.6"
"1129","Juvenile","Tank",1,"9/25/18","7.63","12.5"
"1130","Juvenile","Tank",1,"9/26/18","7.67","12.3"
"1131","Juvenile","Tank",1,"9/27/18","7.67","12.5"
"1132","Juvenile","Tank",1,"9/29/18","7.67","12.5"
"1133","Juvenile","Tank",1,"10/1/18","7.69","12.7"
"1134","Juvenile","Tank",1,"10/2/18","7.7","12.8"
"1135","Juvenile","Tank",1,"10/3/18","7.73","12.8"
"1136","Juvenile","Tank",1,"10/4/18","7.69","12.5"
"1137","Juvenile","Tank",1,"10/5/18","7.67","12.2"
"1138","Juvenile","Tank",1,"10/6/18","7.67","12.3"
"1139","Juvenile","Tank",1,"10/8/18","7.66","12.3"
"1140","Juvenile","Tank",1,"10/9/18","7.68","12.3"
"1141","Juvenile","Tank",1,"10/10/18","7.76","12.3"
"1142","Juvenile","Tank",1,"10/11/18","7.78","12.3"
"1143","Juvenile","Tank",1,"10/12/18","7.76","12.3"
"1144","Juvenile","Tank",1,"10/13/18","7.77","12.2"
"1145","Juvenile","Tank",1,"10/15/18","7.78","12"
"1146","Juvenile","Tank",1,"10/16/18","7.79","12.1"
"1147","Juvenile","Tank",1,"10/17/18","7.79","12.1"
"1148","Juvenile","Tank",1,"10/18/18","7.77","12.1"
"1149","Juvenile","Tank",1,"10/21/18","7.79","12.2"
"1150","Juvenile","Tank",1,"10/22/18","7.79","12.3"
"1151","Juvenile","Tank",1,"10/23/18","7.78","12"
"1152","Juvenile","Tank",1,"10/24/18","7.78","12.4"
"1153","Juvenile","Tank",1,"10/25/18","7.79","12.3"
"1154","Juvenile","Tank",1,"10/26/18","7.81","12.3"
"1155","Juvenile","Tank",1,"10/27/18","7.82","12.3"
"1156","Juvenile","Tank",1,"10/28/18","7.8","12.2"
"1157","Juvenile","Tank",1,"10/29/18","7.8","12.1"
"1158","Juvenile","Tank",1,"10/30/18","7.6","12.1"
"1159","Juvenile","Tank",1,"10/31/18","7.6","12"
"1160","Juvenile","Tank",1,"11/1/18","7.77","12.2"
"1161","Juvenile","Tank",1,"11/2/18","7.82","12.3"
"1162","Juvenile","Tank",1,"11/3/18","7.77","12.2"
"1163","Juvenile","Tank",1,"11/4/18","7.76","12"
"1164","Juvenile","Tank",1,"11/5/18","7.75","11.9"
"1165","Juvenile","Tank",1,"11/6/18","7.72","11.8"
"1166","Juvenile","Tank",1,"11/7/18","7.77","11.6"
"1167","Juvenile","Tank",1,"11/9/18","7.81","11.6"
"1168","Juvenile","Tank",1,"11/11/18","7.79","11.4"
"1169","Juvenile","Tank",1,"11/12/18","7.78","11.2"
"1170","Juvenile","Tank",1,"11/14/18","7.78","11.7"
"1171","Juvenile","Tank",1,"11/15/18","7.81","11.3"
"1172","Juvenile","Tank",1,"11/16/18","7.81","11.3"
"1173","Juvenile","Tank",1,"11/17/18","7.78","11.1"
"1174","Juvenile","Tank",1,"11/18/18","7.78","11"
"1175","Juvenile","Tank",1,"11/20/18","7.78","11.1"
"1176","Juvenile","Tank",1,"11/21/18","7.79","11.3"
"1177","Juvenile","Tank",1,"11/22/18","7.8","11.3"
"1178","Juvenile","Tank",1,"11/23/18","7.78","11.2"
"1179","Juvenile","Tank",1,"11/24/18","7.79","11.2"
"1180","Juvenile","Tank",1,"11/25/18","7.78","11.3"
"1181","Juvenile","Tank",1,"11/26/18","7.77","11.5"
"1182","Juvenile","Tank",1,"11/27/18","7.77","11.4"
"1183","Juvenile","Tank",1,"11/28/18","7.79","11.2"
"1184","Juvenile","Tank",1,"11/29/18","7.76","11.2"
"1185","Juvenile","Tank",1,"11/30/18","7.77","11.3"
"1186","Juvenile","Tank",1,"12/1/18","7.77","11.1"
"1187","Juvenile","Tank",1,"12/2/18","7.74","11.1"
"1188","Juvenile","Tank",1,"12/3/18","7.79","10.8"
"1189","Juvenile","Tank",1,"12/4/18","7.75","10.9"
"1190","Juvenile","Tank",1,"12/5/18","7.74","10.5"
"1191","Juvenile","Tank",1,"12/6/18","7.76","10.5"
"1192","Juvenile","Tank",1,"12/8/18","7.77","10.5"
"1193","Juvenile","Tank",1,"12/9/18","7.78","10.2"
"1194","Juvenile","Tank",1,"12/10/18","7.77","10.3"
"1195","Juvenile","Tank",1,"12/11/18","7.79","10.1"
"1196","Juvenile","Tank",1,"12/12/18","7.78","10.1"
"1197","Juvenile","Tank",1,"12/13/18","7.75","10.6"
"1198","Juvenile","Tank",1,"12/14/18","7.74","10.5"
"1199","Juvenile","Tank",1,"12/15/18","7.73","10.2"
"1200","Juvenile","Tank",1,"12/16/18","7.75","10.5"
"1201","Juvenile","Tank",1,"12/17/18","7.75","10.4"
"1202","Juvenile","Tank",1,"12/18/18","7.78","10.4"
"1203","Juvenile","Tank",1,"12/19/18","7.77","10.2"
"1204","Juvenile","Tank",1,"12/20/18","7.86","10.3"
"1205","Juvenile","Tank",1,"12/21/18","7.82","10.1"
"1206","Juvenile","Tank",1,"12/22/18","7.78","9.8"
"1207","Juvenile","Tank",1,"12/23/18","7.75","9.9"
"1208","Juvenile","Tank",1,"12/24/18","7.75","9.7"
"1209","Juvenile","Tank",1,"12/26/18","7.77","9.5"
"1210","Juvenile","Tank",1,"12/28/18","7.79","9.2"
"1211","Juvenile","Tank",1,"12/29/18","7.78","9.6"
"1212","Juvenile","Tank",1,"12/30/18","7.82","9.1"
"1213","Juvenile","Tank",1,"12/31/18","7.81","9.5"
"1214","Juvenile","Tank",1,"1/2/19","7.81","8.8"
"1215","Juvenile","Tank",1,"1/3/19","7.81","9.2"
"1216","Juvenile","Tank",1,"1/4/19","7.82","9.3"
"1217","Juvenile","Tank",1,"1/5/19","7.82","9.3"
"1218","Juvenile","Tank",1,"1/6/19","7.78","9.3"
"1219","Juvenile","Tank",1,"1/7/19","7.82","9.1"
"1220","Juvenile","Tank",1,"1/8/19","7.81","9.2"
"1221","Juvenile","Tank",1,"1/9/19","7.8","9.4"
"1222","Juvenile","Tank",1,"1/10/19","7.81","9.5"
"1223","Juvenile","Tank",1,"1/11/19","7.81","9.3"
"1224","Juvenile","Tank",1,"1/12/19","7.79","9.3"
"1225","Juvenile","Tank",1,"1/13/19","7.8","9.1"
"1226","Juvenile","Tank",1,"1/14/19","7.81","9.1"
"1227","Juvenile","Tank",1,"1/15/19","7.79","8.9"
"1228","Juvenile","Tank",1,"1/16/19","7.79","8.8"
"1229","Juvenile","Tank",1,"1/17/19","7.81","9.1"
"1230","Juvenile","Tank",1,"1/18/19","7.82","9.2"
"1231","Juvenile","Tank",1,"1/19/19","7.79","9.1"
"1232","Juvenile","Tank",1,"1/20/19","7.82","9"
"1233","Juvenile","Tank",1,"1/21/19","7.8","9.3"
"1234","Juvenile","Tank",1,"1/22/19","7.79","9.3"
"1235","Juvenile","Tank",1,"1/23/19","7.78","9.2"
"1236","Juvenile","Tank",1,"1/24/19","7.78","9.1"
"1237","Juvenile","Tank",1,"1/25/19","7.81","9.2"
"1238","Juvenile","Tank",1,"1/26/19","7.81","9.1"
"1239","Juvenile","Tank",1,"1/27/19","7.79","9.1"
"1240","Juvenile","Tank",1,"1/28/19","7.8","9"
"1241","Juvenile","Tank",1,"1/29/19","7.8","9"
"1242","Juvenile","Tank",1,"1/30/19","7.82","9.1"
"1243","Juvenile","Tank",1,"1/31/19","7.81","9.2"
"1244","Juvenile","Tank",1,"2/1/19","7.81","9.2"
"1245","Juvenile","Tank",1,"2/3/19","7.81","8.8"
"1246","Juvenile","Tank",1,"2/4/19","7.82","8.6"
"1247","Juvenile","Tank",1,"2/5/19","7.81","8.7"
"1248","Juvenile","Tank",1,"2/6/19","7.8","8.7"
"1249","Juvenile","Tank",1,"2/7/19","7.83","8.4"
"1250","Juvenile","Tank",1,"2/8/19","7.83","8.4"
"1251","Juvenile","Tank",1,"2/11/19","7.81","8.7"
"1252","Juvenile","Tank",1,"2/12/19","7.82","8.7"
"1253","Juvenile","Tank",1,"2/13/19","7.84","8.1"
"1254","Juvenile","Tank",1,"2/14/19","7.84","8.2"
"1255","Juvenile","Tank",1,"2/15/19","7.82","8.8"
"1256","Juvenile","Tank",1,"2/16/19","7.84","8"
"1257","Juvenile","Tank",1,"2/17/19","7.82","7.7"
"1258","Juvenile","Tank",1,"2/18/19","7.82","7.7"
"1259","Juvenile","Tank",1,"2/19/19","7.82","7.9"
"1260","Juvenile","Tank",1,"2/20/19","7.83","7.9"
"1261","Juvenile","Tank",1,"2/21/19","7.82","7.5"
"1262","Juvenile","Tank",1,"2/22/19","7.82","7.6"
"1263","Juvenile","Tank",1,"2/23/19","7.82","8.6"
"1264","Juvenile","Tank",1,"2/24/19","7.85","8.4"
"1265","Juvenile","Tank",1,"2/25/19","7.83","8.4"
"1266","Juvenile","Tank",1,"2/26/19","7.81","8.4"
"1267","Juvenile","Tank",1,"2/27/19","7.82","8.4"
"1268","Juvenile","Tank",1,"3/1/19","7.82","8.6"
"1269","Juvenile","Tank",1,"3/2/19","7.81","8.4"
"1270","Juvenile","Tank",1,"3/3/19","7.83","8.4"
"1271","Juvenile","Tank",1,"3/4/19","7.83","7.9"
"1272","Juvenile","Tank",1,"3/5/19","7.83","8.4"
"1273","Juvenile","Tank",1,"3/6/19","7.82","8.1"
"1274","Juvenile","Tank",1,"3/7/19","7.82","8.5"
"1275","Juvenile","Tank",1,"3/8/19","7.88","7.9"
"1276","Juvenile","Tank",1,"3/9/19","7.94","8"
"1277","Juvenile","Tank",1,"3/10/19","7.86","8.1"
"1278","Juvenile","Tank",1,"3/12/19","7.88","8.2"
"1279","Juvenile","Tank",1,"3/13/19","7.87","8.1"
"1280","Juvenile","Tank",1,"3/14/19","7.94","8.6"
"1281","Juvenile","Tank",1,"3/15/19","7.89","8.6"
"1282","Juvenile","Tank",1,"3/16/19","7.85","8.3"
"1283","Juvenile","Tank",1,"3/17/19","7.83","8.7"
"1284","Juvenile","Tank",1,"3/18/19","7.84","8.5"
"1285","Juvenile","Tank",1,"3/19/19","7.84","8.9"
"1286","Juvenile","Tank",1,"3/20/19","7.84","8.5"
"1287","Juvenile","Tank",1,"3/22/19","7.92","8.4"
"1288","Juvenile","Tank",1,"3/23/19","7.6","8"
"1289","Juvenile","Tank",1,"3/24/19","7.99","8.9"
"1290","Juvenile","Tank",1,"3/25/19","7.91","9"
"1291","Juvenile","Tank",1,"3/26/19","7.88","8.6"
"1292","Juvenile","Tank",1,"3/27/19","7.92","8.4"
"1293","Juvenile","Tank",1,"3/28/19","7.9","8.5"
"1294","Juvenile","Tank",1,"3/29/19","7.88","8.5"
"1295","Juvenile","Tank",1,"3/30/19","7.92","8.6"
"1296","Juvenile","Tank",1,"3/31/19","7.91","8.8"
"1297","Juvenile","Tank",1,"4/1/19","7.91","8.6"
"1298","Juvenile","Tank",1,"4/2/19","7.9","8.5"
"1299","Juvenile","Tank",1,"4/3/19","7.87","8.7"
"1300","Juvenile","Tank",1,"4/4/19","7.98","9"
"1301","Juvenile","Tank",1,"4/5/19","8.05","9.3"
"1302","Juvenile","Tank",1,"4/6/19","7.94","8.4"
"1303","Juvenile","Tank",1,"4/7/19","8","9.2"
"1304","Juvenile","Tank",1,"4/8/19","7.95","9"
"1305","Juvenile","Tank",1,"4/10/19","7.89","8.7"
"1306","Juvenile","Tank",1,"4/11/19","7.94","8.8"
"1307","Juvenile","Tank",1,"4/12/19","7.96","8.9"
"1308","Juvenile","Tank",1,"4/13/19","7.98","8.9"
"1309","Juvenile","Tank",1,"4/17/19","8","9.3"
"1310","Juvenile","Tank",1,"4/18/19","8.8","9.5"
"1311","Juvenile","Tank",1,"4/19/19","7.96","9.4"
"1312","Juvenile","Tank",1,"4/20/19","7.8","9.5"
"1313","Juvenile","Tank",1,"4/21/19","7.9","9.4"
"1314","Juvenile","Tank",1,"4/22/19","7.98","9.3"
"1315","Juvenile","Tank",1,"4/23/19","8","9.4"
"1316","Juvenile","Tank",1,"4/24/19","7.99","9.3"
"1317","Juvenile","Tank",1,"4/25/19","7.99","9.3"
"1318","Juvenile","Tank",1,"4/26/19","7.99","9.6"
"1319","Juvenile","Tank",1,"4/27/19","7.97","9.4"
"1320","Juvenile","Tank",1,"4/28/19","7.96","9.6"
"1321","Juvenile","Tank",1,"4/29/19","7.97","9.4"
"1322","Juvenile","Tank",1,"4/30/19","7.96","9.5"
"1323","Juvenile","Tank",1,"5/1/19","7.96","9.3"
"1324","Juvenile","Tank",1,"5/2/19","7.98","9.5"
"1325","Juvenile","Tank",1,"5/3/19","7.94","9.4"
"1326","Juvenile","Tank",1,"5/4/19","7.96","10.2"
"1327","Juvenile","Tank",1,"5/5/19","7.96","10.1"
"1328","Juvenile","Tank",1,"5/6/19","7.98","10.6"
"1329","Juvenile","Tank",1,"5/7/19","7.97","10"
"1330","Juvenile","Tank",1,"5/8/19","8","10.4"
"1331","Juvenile","Tank",1,"5/9/19","7.99","9.9"
"1332","Juvenile","Tank",1,"5/10/19","8","10.3"
"1333","Juvenile","Tank",1,"5/11/19","7.9","9.9"
"1334","Juvenile","Tank",1,"5/12/19","8.02","10"
"1335","Juvenile","Tank",1,"5/13/19","8.04","10"
"1336","Juvenile","Tank",1,"5/15/19","8.07","10.7"
"1337","Juvenile","Tank",1,"5/16/19","7.99","10.2"
"1338","Juvenile","Tank",1,"5/17/19","8.03","10.3"
"1339","Juvenile","Tank",1,"5/18/19","8.01","10.3"
"1340","Juvenile","Tank",1,"5/19/19","8","10.1"
"1341","Juvenile","Tank",1,"5/20/19","7.97","9.9"
"1342","Juvenile","Tank",1,"5/21/19","8.01","10.1"
"1343","Juvenile","Tank",1,"5/22/19","8","10.1"
"1344","Juvenile","Tank",1,"5/23/19","8.01","10.8"
"1345","Juvenile","Tank",1,"5/24/19","8","10.3"
"1346","Juvenile","Tank",1,"5/25/19","8.8","10.4"
"1347","Juvenile","Tank",1,"5/26/19","8.01","10.4"
"1348","Juvenile","Tank",1,"5/27/19","8","10.5"
"1349","Juvenile","Tank",1,"5/28/19","8.02","10.6"
"1350","Juvenile","Tank",1,"5/29/19","8.08","11"
"1351","Juvenile","Tank",1,"5/30/19","8.08","11"
"1352","Juvenile","Tank",1,"5/31/19","8.02","10.5"
"1353","Juvenile","Tank",1,"6/1/19","8","10.7"
"1354","Juvenile","Tank",1,"6/2/19","7.97","10.7"
"1355","Juvenile","Tank",1,"6/3/19","7.97","10.8"
"1356","Juvenile","Tank",1,"6/4/19","7.95","10.7"
"1357","Juvenile","Tank",1,"6/5/19","7.99","10.5"
"1358","Juvenile","Tank",1,"6/6/19","8.04","10.9"
"1359","Juvenile","Tank",1,"6/7/19","8.2","10.9"
"1360","Juvenile","Tank",1,"6/8/19","8","10.8"
"1361","Juvenile","Tank",1,"6/9/19","8.06","11.1"
"1362","Juvenile","Tank",1,"6/10/19","8.06","11"
"1363","Juvenile","Tank",1,"6/11/19","8.06","11.2"
"1364","Juvenile","Tank",1,"6/12/19","8.01","11"
"1365","Juvenile","Tank",1,"6/13/19","8.03","11.1"
"1366","Juvenile","Tank",1,"6/14/19","8.03","11.5"
"1367","Juvenile","Tank",1,"6/16/19","8.03","11.9"
"1368","Juvenile","Tank",1,"6/17/19","8.02","11.8"
"1369","Juvenile","Tank",1,"6/18/19","8.04","11.3"
